--- Execution profile ---
Total samples       : 51403

          ns  percent  samples  top
     6000000    0.01%        6  io.netty.handler.codec.MessageToByteEncoder.write
     6000000    0.01%        6  net.minecraft.world.entity.Entity.setXRot
     6000000    0.01%        6  net.minecraft.world.entity.InsideBlockEffectApplier$StepBasedCollector.applyAndClear
     6000000    0.01%        6  void WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     6000000    0.01%        6  net.minecraft.world.level.pathfinder.SnapshotPathFinder.findPath
     6000000    0.01%        6  FlightRecorder::recordEvent
     6000000    0.01%        6  G1Allocator::unsafe_max_tlab_alloc
     6000000    0.01%        6  java.util.ArrayList$Itr.checkForComodification
     6000000    0.01%        6  net.minecraft.world.entity.LivingEntity.getDefaultGravity
     6000000    0.01%        6  net.minecraft.server.level.ServerPlayer.gameMode
     6000000    0.01%        6  net.minecraft.world.entity.Entity.isLocalInstanceAuthoritative
     6000000    0.01%        6  java.util.ArrayList.toArray
     6000000    0.01%        6  G1ConcurrentMark::mark_in_bitmap
     6000000    0.01%        6  java.util.Collections.unmodifiableMap
     6000000    0.01%        6  net.minecraft.world.entity.Entity.isAlive
     6000000    0.01%        6  TypeInstPtr::make
     6000000    0.01%        6  net.minecraft.world.entity.LivingEntity.isVisuallySwimming
     6000000    0.01%        6  net.minecraft.world.entity.ai.behavior.GateBehavior$RunningPolicy$1.apply
     6000000    0.01%        6  ca.spottedleaf.concurrentutil.executor.queue.PrioritisedTaskQueue.executeTask
     6000000    0.01%        6  java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial
     6000000    0.01%        6  net.minecraft.util.CrudeIncrementalIntIdentityHashBiMap.byId
     6000000    0.01%        6  it.unimi.dsi.fastutil.objects.ObjectArrayList.clear
     6000000    0.01%        6  net.minecraft.world.level.NaturalSpawner.isRightDistanceToPlayerAndSpawnPoint
     6000000    0.01%        6  java.util.RegularEnumSet.contains
     6000000    0.01%        6  java.util.Optional.isEmpty
     6000000    0.01%        6  net.minecraft.world.entity.ai.Brain.setMemoryInternal
     6000000    0.01%        6  net.minecraft.util.Mth.equal
     6000000    0.01%        6  it.unimi.dsi.fastutil.objects.ObjectArrayList$1.next
     6000000    0.01%        6  net.minecraft.util.Mth.ceil
     6000000    0.01%        6  PhaseIdealLoop::build_loop_tree_impl
     6000000    0.01%        6  PhaseGVN::transform_no_reclaim
     6000000    0.01%        6  net.minecraft.util.Mth.clamp
     6000000    0.01%        6  java.util.concurrent.atomic.LongAdder.add
     6000000    0.01%        6  net.minecraft.world.entity.ai.behavior.GateBehavior.tryStart
     6000000    0.01%        6  __pthread_mutex_lock
     5000000    0.01%        5  Klass::method_at_vtable
     5000000    0.01%        5  net.minecraft.core.Direction.getApproximateNearest
     5000000    0.01%        5  io.netty.channel.epoll.EpollEventLoop.run
     5000000    0.01%        5  it.unimi.dsi.fastutil.bytes.ByteArrayFIFOQueue.enqueue
     5000000    0.01%        5  net.minecraft.world.level.chunk.PalettedContainer.readPaletteSlow
     5000000    0.01%        5  java.util.Arrays$ArrayList.get
     5000000    0.01%        5  java.util.stream.FindOps$FindOp.evaluateSequential
     5000000    0.01%        5  java.lang.invoke.DirectMethodHandle$Holder.invokeSpecial
     5000000    0.01%        5  java.lang.ThreadLocal$ThreadLocalMap.getEntryAfterMiss
     5000000    0.01%        5  java.util.Comparator$$Lambda.0x00007f6050fd7fd0.compare
     5000000    0.01%        5  java.util.concurrent.ThreadPoolExecutor.getTask
     5000000    0.01%        5  java.lang.reflect.Executable.declaredAnnotations
     5000000    0.01%        5  net.minecraft.world.level.pathfinder.SnapshotPathNavigationRegion.getBlockStateIfLoaded
     5000000    0.01%        5  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite.setRelease
     5000000    0.01%        5  net.minecraft.world.entity.ai.navigation.PathNavigation.stop
     5000000    0.01%        5  MemAllocator::allocate
     5000000    0.01%        5  java.lang.Thread.interrupted
     5000000    0.01%        5  java.util.concurrent.atomic.AtomicInteger.get
     5000000    0.01%        5  net.minecraft.world.ticks.LevelChunkTicks.peek
     5000000    0.01%        5  net.minecraft.world.entity.ai.memory.NearestVisibleLivingEntities.contains
     5000000    0.01%        5  net.minecraft.world.entity.ai.memory.NearestVisibleLivingEntities$$Lambda.0x00007f6051b17368.apply
     5000000    0.01%        5  net.minecraft.core.component.DataComponentHolder.get
     5000000    0.01%        5  net.minecraft.world.level.pathfinder.NodeEvaluator.lambda$getNode$0
     5000000    0.01%        5  ConnectionGraph::add_node_to_connection_graph
     5000000    0.01%        5  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.tick
     5000000    0.01%        5  java.lang.String.charAt
     5000000    0.01%        5  java.util.LinkedHashMap.get
     5000000    0.01%        5  net.minecraft.world.entity.player.Player.isSpectator
     5000000    0.01%        5  com.google.common.collect.AbstractIterator.endOfData
     5000000    0.01%        5  io.netty.buffer.PoolArena.allocate
     5000000    0.01%        5  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getNeighbors
     5000000    0.01%        5  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getPathTypeOfMob
     5000000    0.01%        5  lookup_secondary_supers_table
     5000000    0.01%        5  io.netty.buffer.PoolThreadCache.cache
     5000000    0.01%        5  net.minecraft.world.level.block.LiquidBlock.isPathfindable
     5000000    0.01%        5  net.minecraft.world.level.block.SnowLayerBlock.getCollisionShape
     5000000    0.01%        5  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.isDiagonalValid
     5000000    0.01%        5  java.util.HashSet.add
     5000000    0.01%        5  java.util.Spliterator.getExactSizeIfKnown
     5000000    0.01%        5  HeapRegion::fill_range_with_dead_objects
     5000000    0.01%        5  net.minecraft.world.phys.shapes.VoxelShape.moonrise$getSingleAABBRepresentation
     5000000    0.01%        5  java.util.TimSort.countRunAndMakeAscending
     5000000    0.01%        5  net.minecraft.world.entity.monster.Monster.updateNoActionTime
     5000000    0.01%        5  net.minecraft.core.BlockPos$MutableBlockPos.setX
     5000000    0.01%        5  net.minecraft.world.entity.item.ItemEntity.inactiveTick
     5000000    0.01%        5  CodeCache::find_blob
     5000000    0.01%        5  java.util.HashMap.get
     5000000    0.01%        5  net.minecraft.world.level.border.WorldBorder.getDistanceToBorder
     5000000    0.01%        5  java.util.HashMap$Node.getValue
     5000000    0.01%        5  io.netty.channel.ChannelOutboundBuffer.removeBytes
     5000000    0.01%        5  net.minecraft.world.level.Level.isOutsideBuildHeight
     5000000    0.01%        5  net.minecraft.world.phys.shapes.DiscreteVoxelShape.moonrise$getOrCreateCachedShapeData
     5000000    0.01%        5  net.minecraft.world.entity.animal.Animal.aiStep
     5000000    0.01%        5  net.minecraft.world.level.chunk.LevelChunkSection.hasOnlyAir
     5000000    0.01%        5  G1MergeHeapRootsTask::work
     5000000    0.01%        5  net.minecraft.world.entity.LivingEntity.isCollidable
     5000000    0.01%        5  OptoRuntime::new_instance_C
     5000000    0.01%        5  net.minecraft.server.level.ServerChunkCache.iterateTickingChunksFaster
     5000000    0.01%        5  PhaseIdealLoop::has_local_phi_input
     5000000    0.01%        5  it.unimi.dsi.fastutil.objects.ObjectOpenHashSet$SetIterator.<init>
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$PureMemory$1.tryTrigger
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.InteractWithDoor$$Lambda.0x00007f6051b266a0.trigger
     5000000    0.01%        5  ProjNode::is_CFG
     5000000    0.01%        5  ProjNode::is_uncommon_trap_if_pattern
     5000000    0.01%        5  net.minecraft.server.level.ChunkMap.newTrackerTick
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.LookAtTargetSink$$Lambda.0x00007f6051ac4000.test
     5000000    0.01%        5  ObjAllocator::initialize
     5000000    0.01%        5  void OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, narrowOop>
     5000000    0.01%        5  Type::uhash
     5000000    0.01%        5  void OopOopIterateDispatch<G1RootRegionScanClosure>::Table::oop_oop_iterate<ObjArrayKlass, narrowOop>
     5000000    0.01%        5  Node::remove_dead_region
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.GateBehavior.doStop
     5000000    0.01%        5  CProjNode::is_block_proj
     5000000    0.01%        5  Node::out_grow
     5000000    0.01%        5  PhiNode::Value
     5000000    0.01%        5  vmSymbols::find_sid
     5000000    0.01%        5  PhaseOutput::shorten_branches
     5000000    0.01%        5  TypeNode::hash
     5000000    0.01%        5  net.minecraft.world.entity.Mob.isEffectiveAi
     5000000    0.01%        5  net.minecraft.server.level.ServerLevel.lambda$tick$4
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.OneShot.doStop
     5000000    0.01%        5  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.ChunkEntitySlices$BasicEntityList.size
     5000000    0.01%        5  net.minecraft.server.level.ServerLevel.dragonParts
     5000000    0.01%        5  net.minecraft.world.entity.LivingEntity.getSleepingPos
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.SetLookAndInteract.lambda$create$0
     5000000    0.01%        5  it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet$SetIterator.hasNext
     5000000    0.01%        5  org.bukkit.event.entity.EntityAirChangeEvent.getHandlers
     5000000    0.01%        5  net.minecraft.world.entity.Entity.applyGravity
     5000000    0.01%        5  Parse::do_one_block
     5000000    0.01%        5  CProjNode::is_CFG
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.ValidateNearbyPoi$$Lambda.0x00007f6051b24ef8.trigger
     5000000    0.01%        5  TypeInt::make
     5000000    0.01%        5  net.minecraft.world.entity.LivingEntity.getBrain
     5000000    0.01%        5  Assembler::locate_operand
     5000000    0.01%        5  org.bukkit.craftbukkit.CraftServer.getSpawnLimitUnsafe
     5000000    0.01%        5  BarrierSetNMethod::supports_entry_barrier
     5000000    0.01%        5  net.minecraft.world.entity.Entity.onInsideBlock
     5000000    0.01%        5  sem_post
     5000000    0.01%        5  RelocIterator::advance_over_prefix
     5000000    0.01%        5  ClassLoaderData::is_alive
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.Behavior.timedOut
     5000000    0.01%        5  PhaseConservativeCoalesce::update_ifg
     5000000    0.01%        5  PhaseChaitin::build_ifg_virtual
     5000000    0.01%        5  RegionNode::is_CFG
     5000000    0.01%        5  net.minecraft.world.entity.ai.goal.Goal.tick
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.AcquirePoi$$Lambda.0x00007f6051af2fc0.apply
     5000000    0.01%        5  it.unimi.dsi.fastutil.objects.ObjectArrayList.addAll
     5000000    0.01%        5  it.unimi.dsi.fastutil.objects.Object2BooleanOpenHashMap.insert
     5000000    0.01%        5  it.unimi.dsi.fastutil.longs.Long2ReferenceOpenHashMap.rehash
     5000000    0.01%        5  net.minecraft.world.entity.ai.goal.RemoveBlockGoal.canUse
     5000000    0.01%        5  net.minecraft.world.entity.ai.behavior.AcquirePoi$$Lambda.0x00007f6051af2ae0.apply
     5000000    0.01%        5  net.minecraft.world.entity.LivingEntity.getFrictionInfluencedSpeed
     5000000    0.01%        5  Node::is_CFG
     5000000    0.01%        5  org.bukkit.craftbukkit.entity.CraftItem.getHandle
     5000000    0.01%        5  bool InstanceRefKlass::try_discover<narrowOop, G1CMOopClosure>
     5000000    0.01%        5  org.bukkit.craftbukkit.entity.CraftEntity.getServer
     5000000    0.01%        5  net.minecraft.world.entity.ai.goal.FloatGoal.canUse
     4000000    0.01%        4  net.minecraft.world.level.block.StairBlock.isPathfindable
     4000000    0.01%        4  HeapRegionManager::par_iterate
     4000000    0.01%        4  java.util.Optional.equals
     4000000    0.01%        4  PhaseIdealLoop::split_if_with_blocks_post
     4000000    0.01%        4  net.minecraft.world.entity.PathfinderMob.getWalkTargetValue
     4000000    0.01%        4  __sched_yield
     4000000    0.01%        4  net.minecraft.world.entity.Mob.getNavigation
     4000000    0.01%        4  InstanceKlass::check_valid_for_instantiation
     4000000    0.01%        4  JNIHandleBlock::allocate_handle
     4000000    0.01%        4  ConnectionGraph::complete_connection_graph
     4000000    0.01%        4  java.util.Map.getOrDefault
     4000000    0.01%        4  net.minecraft.world.entity.PositionMoveRotation$$Lambda.0x00007f60519b8970.apply
     4000000    0.01%        4  io.netty.buffer.PooledByteBufAllocator.newDirectBuffer
     4000000    0.01%        4  net.minecraft.world.entity.Entity$Movement.to
     4000000    0.01%        4  io.papermc.paper.entity.activation.ActivationRange.checkIfActive
     4000000    0.01%        4  PhaseIdealLoop::compute_lca_of_uses
     4000000    0.01%        4  net.minecraft.world.level.biome.MobSpawnSettings.getMobSpawnCost
     4000000    0.01%        4  net.minecraft.util.SimpleBitStorage.copy
     4000000    0.01%        4  PhaseIdealLoop::get_early_ctrl
     4000000    0.01%        4  Unsafe_AllocateInstance
     4000000    0.01%        4  ConnectionGraph::create_split_phi
     4000000    0.01%        4  io.netty.buffer.PoolThreadCache.add
     4000000    0.01%        4  it.unimi.dsi.fastutil.objects.Object2IntAVLTreeMap.isEmpty
     4000000    0.01%        4  net.minecraft.world.entity.AgeableMob.aiStep
     4000000    0.01%        4  IndexSet::IndexSet
     4000000    0.01%        4  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry.unguardedRecycle
     4000000    0.01%        4  java.util.ArrayDeque.isEmpty
     4000000    0.01%        4  G1CollectedHeap::allocate_new_tlab
     4000000    0.01%        4  G1CodeRootSet::add
     4000000    0.01%        4  io.netty.handler.codec.CodecOutputList.insert
     4000000    0.01%        4  RegMask::is_UP
     4000000    0.01%        4  net.minecraft.world.level.levelgen.Heightmap.getFirstAvailable
     4000000    0.01%        4  G1CardSet::coarsen_container
     4000000    0.01%        4  net.minecraft.world.entity.LivingEntity.getArrowCount
     4000000    0.01%        4  net.minecraft.world.entity.Entity.moonrise$getChunkStatus
     4000000    0.01%        4  io.netty.util.Recycler$LocalPool.claim
     4000000    0.01%        4  net.minecraft.world.level.material.Fluid.isEmpty
     4000000    0.01%        4  net.minecraft.world.level.pathfinder.SnapshotPathNavigationRegion.getBlockState
     4000000    0.01%        4  net.minecraft.world.entity.Entity.isNoGravity
     4000000    0.01%        4  io.netty.util.concurrent.SingleThreadEventExecutor.fetchFromScheduledTaskQueue
     4000000    0.01%        4  net.minecraft.world.entity.LivingEntity.canBeSeenAsEnemy
     4000000    0.01%        4  java.util.ArrayList$ArrayListSpliterator.characteristics
     4000000    0.01%        4  net.minecraft.world.level.pathfinder.Node.<init>
     4000000    0.01%        4  net.minecraft.world.level.pathfinder.Node.equals
     4000000    0.01%        4  it.unimi.dsi.fastutil.objects.Object2BooleanOpenHashMap.rehash
     4000000    0.01%        4  net.minecraft.world.entity.LivingEntity.actuallyHurt
     4000000    0.01%        4  net.minecraft.world.entity.EntitySelector$$Lambda.0x00007f60512c49e0.test
     4000000    0.01%        4  SharedRuntime::frem
     4000000    0.01%        4  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher.match
     4000000    0.01%        4  G1RemSet::scan_heap_roots
     4000000    0.01%        4  PhaseValues::makecon
     4000000    0.01%        4  void ConcurrentHashTable<G1CodeRootSetHashTableConfig, (MEMFLAGS)5>::do_bulk_delete_locked_for<G1CodeRootSetHashTable::bulk_remove()::{lambda(nmethod**)#1}, void G1CodeRootSetHashTable::clean<{lambda(nmethod**)#1}>({lambda(nmethod**)#1}&)::{lambda(nmethod**)#1}>
     4000000    0.01%        4  PhiNode::Identity
     4000000    0.01%        4  TypeInterfaces::eq
     4000000    0.01%        4  net.minecraft.world.level.border.WorldBorder.isInsideCloseToBorder
     4000000    0.01%        4  java.util.HashMap$ValueIterator.next
     4000000    0.01%        4  PhiNode::Opcode
     4000000    0.01%        4  net.minecraft.world.level.chunk.ChunkAccess.incrementInhabitedTime
     4000000    0.01%        4  io.netty.channel.ChannelOutboundBuffer.remove
     4000000    0.01%        4  AddPNode::bottom_type
     4000000    0.01%        4  net.minecraft.world.entity.Entity.considersEntityAsAlly
     4000000    0.01%        4  Profiler::recordSample
     4000000    0.01%        4  TypeInt::eq
     4000000    0.01%        4  net.minecraft.world.level.chunk.LevelChunkSection.moonrise$hasSpecialCollidingBlocks
     4000000    0.01%        4  net.minecraft.world.entity.Entity.getPose
     4000000    0.01%        4  TypeInstPtr::hash
     4000000    0.01%        4  net.minecraft.world.entity.Entity.getZ
     4000000    0.01%        4  io.netty.channel.epoll.Native.epollWait0
     4000000    0.01%        4  ThreadLocalStorage::is_initialized
     4000000    0.01%        4  void OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<ObjArrayKlass, narrowOop>
     4000000    0.01%        4  RegMask::Size
     4000000    0.01%        4  it.unimi.dsi.fastutil.ints.IntOpenHashSet.clear
     4000000    0.01%        4  net.minecraft.core.Cursor3D.<init>
     4000000    0.01%        4  net.minecraft.world.entity.monster.Monster.aiStep
     4000000    0.01%        4  net.minecraft.core.BlockPos$MutableBlockPos.setZ
     4000000    0.01%        4  net.minecraft.core.BlockPos$MutableBlockPos.setY
     4000000    0.01%        4  ciTypeFlow::flow_block
     4000000    0.01%        4  it.unimi.dsi.fastutil.objects.Reference2IntOpenHashMap.getInt
     4000000    0.01%        4  it.unimi.dsi.fastutil.objects.ObjectOpenHashSet$SetIterator.next
     4000000    0.01%        4  NodeHash::grow
     4000000    0.01%        4  java.lang.Enum.hashCode
     4000000    0.01%        4  net.kyori.adventure.util.TriState.toBooleanOrElse
     4000000    0.01%        4  ObjArrayKlass::allocate
     4000000    0.01%        4  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.collideZ
     4000000    0.01%        4  metaspace::VirtualSpaceList::contains
     4000000    0.01%        4  CodeHeap::next_used
     4000000    0.01%        4  net.minecraft.world.entity.ai.behavior.YieldJobSite.lambda$create$2
     4000000    0.01%        4  net.minecraft.world.entity.ai.behavior.WakeUp$$Lambda.0x00007f6051aee800.trigger
     4000000    0.01%        4  net.minecraft.world.entity.player.Player.canBeSeenAsEnemy
     4000000    0.01%        4  jmpDirNode::is_block_proj
     4000000    0.01%        4  net.minecraft.world.entity.ai.behavior.TradeWithVillager.canStillUse
     4000000    0.01%        4  net.minecraft.world.level.PathNavigationRegion.<init>
     4000000    0.01%        4  PhaseAggressiveCoalesce::coalesce
     4000000    0.01%        4  org.bukkit.event.world.GenericGameEvent.getHandlers
     4000000    0.01%        4  it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet$SetIterator.<init>
     4000000    0.01%        4  it.unimi.dsi.fastutil.objects.ReferenceOpenHashSet.remove
     4000000    0.01%        4  it.unimi.dsi.fastutil.ints.Int2IntOpenHashMap.find
     4000000    0.01%        4  net.minecraft.core.component.DataComponentMap$Builder$SimpleMap.get
     4000000    0.01%        4  ca.spottedleaf.moonrise.patches.starlight.light.StarLightInterface.getBlockLightValue
     4000000    0.01%        4  MergeMemNode::Ideal
     4000000    0.01%        4  net.minecraft.network.codec.StreamCodec$2.encode
     4000000    0.01%        4  org.bukkit.NamespacedKey.equals
     4000000    0.01%        4  ciInstanceKlass::compute_nonstatic_fields_impl
     4000000    0.01%        4  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.requiresUpdateEveryTick
     4000000    0.01%        4  net.minecraft.world.entity.ai.goal.GoalSelector.setControlFlag
     4000000    0.01%        4  it.unimi.dsi.fastutil.objects.Reference2ObjectArrayMap$EntrySet.iterator
     4000000    0.01%        4  Matcher::match_tree
     4000000    0.01%        4  Parse::do_one_bytecode
     4000000    0.01%        4  Matcher::is_vshift_con_pattern
     4000000    0.01%        4  org.bukkit.craftbukkit.CraftWorld.getNearbyEntities
     4000000    0.01%        4  it.unimi.dsi.fastutil.shorts.Short2ObjectOpenHashMap.get
     4000000    0.01%        4  net.minecraft.world.entity.ai.goal.Goal.requiresUpdateEveryTick
     4000000    0.01%        4  net.minecraft.world.phys.shapes.VoxelShape.move
     4000000    0.01%        4  net.minecraft.world.entity.animal.AbstractFish.travel
     4000000    0.01%        4  ca.spottedleaf.moonrise.patches.collisions.shape.CachedToAABBs.offset
     4000000    0.01%        4  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.performAABBCollisionsX
     4000000    0.01%        4  net.minecraft.world.entity.animal.Squid.travel
     4000000    0.01%        4  net.minecraft.world.entity.ai.goal.AvoidEntityGoal.canUse
     4000000    0.01%        4  net.minecraft.world.entity.animal.axolotl.AxolotlAi.updateActivity
     4000000    0.01%        4  java.util.concurrent.ConcurrentHashMap.computeIfAbsent
     4000000    0.01%        4  CompiledMethod::cleanup_inline_caches_impl
     4000000    0.01%        4  PhaseCFG::schedule_early
     4000000    0.01%        4  io.papermc.paper.pewpew.AsyncSensorService$PendingTask$$Lambda.0x00007f6051a75da0.applyAsDouble
     4000000    0.01%        4  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.ChunkEntitySlices$BasicEntityList.indexOf
     4000000    0.01%        4  net.minecraft.world.entity.ai.behavior.InteractWithDoor$$Lambda.0x00007f6051aef4a0.apply
     4000000    0.01%        4  net.minecraft.world.level.BlockCollisions.<init>
     4000000    0.01%        4  net.minecraft.world.level.Level.canHaveWeather
     4000000    0.01%        4  LIR_OpVisitState::visit
     4000000    0.01%        4  net.minecraft.world.level.Level.getBlockStateIfLoaded
     4000000    0.01%        4  net.minecraft.world.level.Level.getChunkAt
     4000000    0.01%        4  PhaseChaitin::compute_initial_block_pressure
     4000000    0.01%        4  PhaseCFG::schedule_local
     4000000    0.01%        4  net.minecraft.world.entity.ai.goal.target.NearestAttackableTargetGoal.findTarget
     4000000    0.01%        4  frame::is_interpreted_frame_valid
     4000000    0.01%        4  ConnectionGraph::compute_escape
     4000000    0.01%        4  ca.spottedleaf.concurrentutil.executor.thread.PrioritisedQueueExecutorThread.doRun
     4000000    0.01%        4  java.util.TimSort.sort
     4000000    0.01%        4  net.minecraft.world.level.LevelSettings.gameRules
     4000000    0.01%        4  java.util.TimSort.reverseRange
     4000000    0.01%        4  io.netty.buffer.AbstractByteBuf.ensureAccessible
     4000000    0.01%        4  net.minecraft.world.entity.ai.attributes.AttributeMap.getInstance
     4000000    0.01%        4  net.minecraft.world.level.NaturalSpawner.isValidSpawnPostitionForType
     4000000    0.01%        4  java.util.function.Predicate$$Lambda.0x00007f6050fd93f8.test
     4000000    0.01%        4  BoolNode::Opcode
     4000000    0.01%        4  net.minecraft.world.level.redstone.NeighborUpdater.executeUpdate
     4000000    0.01%        4  ca.spottedleaf.moonrise.patches.blockstate_propertyaccess.util.ZeroCollidingReferenceStateTable.hasProperty
     4000000    0.01%        4  java.util.stream.IntPipeline$$Lambda.0x00007f6050de3a58.applyAsInt
     4000000    0.01%        4  net.minecraft.world.entity.ai.behavior.PoiCompetitorScan.lambda$create$0
     4000000    0.01%        4  com.google.common.collect.RegularImmutableList.listIterator
     4000000    0.01%        4  it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.get
     4000000    0.01%        4  java.util.stream.AbstractPipeline.<init>
     4000000    0.01%        4  net.minecraft.world.item.ItemStack.isSameItemSameComponents
     3000000    0.01%        3  net.minecraft.world.phys.AABB.clipPoint
     3000000    0.01%        3  it.unimi.dsi.fastutil.objects.Object2IntAVLTreeMap$TreeIterator.hasNext
     3000000    0.01%        3  java.util.stream.FindOps$FindSink.cancellationRequested
     3000000    0.01%        3  nmethod::is_unloading
     3000000    0.01%        3  os::elapsedVTime
     3000000    0.01%        3  it.unimi.dsi.fastutil.objects.ObjectOpenCustomHashSet.add
     3000000    0.01%        3  rFlagsRegOper::type
     3000000    0.01%        3  it.unimi.dsi.fastutil.objects.ObjectArrayList.get
     3000000    0.01%        3  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite.compareAndSet
     3000000    0.01%        3  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator$$Lambda.0x00007f6051b21720.<init>
     3000000    0.01%        3  os::is_readable_range
     3000000    0.01%        3  net.minecraft.world.level.pathfinder.SnapshotPathNavigationRegion.isStillValid
     3000000    0.01%        3  sun.misc.Unsafe.putObject
     3000000    0.01%        3  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getNodeAndUpdateCostToMax
     3000000    0.01%        3  net.minecraft.world.level.pathfinder.WalkNodeEvaluator.lambda$hasCollisions$0
     3000000    0.01%        3  readdir64
     3000000    0.01%        3  org.bukkit.craftbukkit.CraftWorld.getSpawnLimitUnsafe
     3000000    0.01%        3  net.minecraft.world.phys.shapes.EntityCollisionContext.<init>
     3000000    0.01%        3  pthread_cond_wait
     3000000    0.01%        3  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getBlockedNode
     3000000    0.01%        3  vframeStreamCommon::fill_from_frame
     3000000    0.01%        3  net.minecraft.world.phys.shapes.ArrayVoxelShape.<init>
     3000000    0.01%        3  net.minecraft.world.entity.ai.control.LookControl.tick
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.MoveToTargetSink.isWalkTargetSpectator
     3000000    0.01%        3  net.minecraft.server.level.ServerLevel.moonrise$getNearbyPlayers
     3000000    0.01%        3  net.minecraft.server.level.ServerLevel.moonrise$areChunksLoaded
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.ResetProfession$$Lambda.0x00007f6051b16250.trigger
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.SetEntityLookTarget$$Lambda.0x00007f6051b337b0.trigger
     3000000    0.01%        3  net.minecraft.server.level.ServerLevel$$Lambda.0x00007f6051a24c28.accept
     3000000    0.01%        3  net.minecraft.server.level.ServerLevel$$Lambda.0x00007f60518fcb38.accept
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.SetRaidStatus$$Lambda.0x00007f6051af0700.trigger
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.SetRaidStatus.lambda$create$0
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.ShowTradesToPlayer.checkExtraStartConditions
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.VillagerCalmDown$$Lambda.0x00007f6051b05160.apply
     3000000    0.01%        3  net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$5.tryTrigger
     3000000    0.01%        3  net.minecraft.server.level.ChunkMap.playerIsCloseEnoughForSpawning
     3000000    0.01%        3  net.minecraft.server.level.ServerLevel.moonrise$setLastMidTickFailure
     3000000    0.01%        3  net.minecraft.server.level.ChunkMap.collectSpawningChunks
     3000000    0.01%        3  net.minecraft.world.entity.ai.control.MoveControl.rotlerp
     3000000    0.01%        3  net.minecraft.world.entity.ai.goal.BreedGoal.canUse
     3000000    0.01%        3  net.minecraft.world.entity.ai.goal.FleeSunGoal.canUse
     3000000    0.01%        3  net.minecraft.server.MinecraftServer.getAllLevels
     3000000    0.01%        3  net.minecraft.world.entity.ai.goal.Goal.canContinueToUse
     3000000    0.01%        3  net.minecraft.network.protocol.game.ClientboundSetEntityMotionPacket.type
     3000000    0.01%        3  net.minecraft.network.protocol.game.ClientboundSetEntityDataPacket.type
     3000000    0.01%        3  net.minecraft.network.protocol.game.ClientboundRotateHeadPacket$$Lambda.0x00007f60519cf1f8.encode
     3000000    0.01%        3  net.minecraft.network.protocol.game.ClientboundMoveEntityPacket$Pos.type
     3000000    0.01%        3  net.minecraft.network.protocol.ProtocolCodecBuilder$$Lambda.0x00007f605192bbf0.apply
     3000000    0.01%        3  net.minecraft.network.codec.StreamCodec$5.encode
     3000000    0.01%        3  net.minecraft.network.codec.ByteBufCodecs$6.encode
     3000000    0.01%        3  net.minecraft.world.entity.Entity.collidedWithFluid
     3000000    0.01%        3  net.minecraft.world.entity.Entity.touchingUnloadedChunk
     3000000    0.01%        3  net.minecraft.world.entity.Entity.push
