--- Execution profile ---
Total samples       : 230007

          ns  percent  samples  top
     2029045    0.00%        2  Method::is_method
     2028856    0.00%        1  Range::intersects_at
     2028852    0.00%        1  CodeCache::free
     2028826    0.00%        2  ThreadLocalAllocBuffer::retire
     2028767    0.00%        2  LinearScan::eliminate_spill_moves
     2028044    0.00%        2  Method::can_be_statically_bound
     2027755    0.00%        2  BlockListBuilder::mark_loops
     2027217    0.00%        2  ca.spottedleaf.moonrise.patches.starlight.light.StarLightEngine.appendToIncreaseQueue
     2026990    0.00%        2  net.minecraft.world.level.chunk.LevelChunkSection.getBlockState
     2026903    0.00%        2  WeakProcessorParTimeTracker::~WeakProcessorParTimeTracker
     2026469    0.00%        2  virtual_call_Relocation::unpack_data
     2026369    0.00%        2  metadata_Relocation::fix_metadata_relocation
     2025377    0.00%        2  Node::find_edge
     2025065    0.00%        2  Compilation::debug_info_recorder
     2024616    0.00%        1  LIRGenerator::do_StoreField
     2023795    0.00%        1  ThreadsSMRSupport::free_list
     2023215    0.00%        2  BoolNode::fold_cmpI
     2022433    0.00%        2  Parse::Block::local_type_at
     2022330    0.00%        1  LinkResolver::resolve_special_call_or_null
     2021700    0.00%        2  java.util.RegularEnumSet.iterator
     2021068    0.00%        2  JfrAllocationTracer::JfrAllocationTracer
     2021061    0.00%        2  TypePtr::eq_speculative
     2020777    0.00%        2  LIR_Assembler::type_profile_helper
     2020088    0.00%        2  InlineCallGenerator::is_inline
     2019327    0.00%        2  LinearScan::resolve_collect_mappings
     2019227    0.00%        2  InstanceKlass::method_with_idnum
     2018267    0.00%        2  Node::add_out
     2018034    0.00%        2  SystemDictionary::find_constrained_instance_or_array_klass
     2017836    0.00%        2  PhiResolver::create_node
     2017603    0.00%        2  ConstantPool::has_appendix_at_if_loaded
     2017544    0.00%        2  TypeVect::hash
     2016693    0.00%        2  StubQueue::request_committed
     2016543    0.00%        2  LIRGenerator::do_Base
     2016492    0.00%        2  void OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, narrowOop>
     2016371    0.00%        2  IdealKit::if_then
     2015490    0.00%        2  java.util.concurrent.atomic.AtomicLong.getAndIncrement
     2015070    0.00%        1  java.lang.Long.valueOf
     2014708    0.00%        2  ciInstanceKlass::protection_domain
     2014669    0.00%        2  java.util.TimSort.mergeHi
     2014539    0.00%        2  LIRGenerator::is_vreg_flag_set
     2014328    0.00%        2  ShouldNotReachHereNode::ideal_Opcode
     2014268    0.00%        1  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory.mappingForType
     2014247    0.00%        2  G1UpdateRemSetTrackingBeforeRebuildTask::G1UpdateRemSetTrackingBeforeRebuild::do_heap_region
     2013767    0.00%        2  Parse::do_if
     2013668    0.00%        2  os::free
     2013436    0.00%        1  com.sun.jmx.mbeanserver.MXBeanIntrospector.invokeM2
     2013356    0.00%        2  ciObject::check_constant_value_cache
     2013084    0.00%        1  com.sun.jmx.mbeanserver.MBeanIntrospector.consistent
     2012945    0.00%        2  net.minecraft.world.entity.animal.horse.AbstractHorse.tick
     2012823    0.00%        2  CompiledMethod::unload_nmethod_caches
     2012737    0.00%        2  ca.spottedleaf.moonrise.patches.chunk_system.scheduling.executor.RadiusAwarePrioritisedExecutor$Task.returnNode
     2012695    0.00%        1  com.sun.management.internal.OperatingSystemImpl.getCpuLoad
     2012555    0.00%        2  ConDNode::Opcode
     2012163    0.00%        2  net.minecraft.world.entity.ai.behavior.LookAtTargetSink.stop
     2012154    0.00%        2  C2SafepointPollStub::emit
     2011393    0.00%        2  net.minecraft.world.entity.monster.Monster.getSoundSource
     2011233    0.00%        2  runtime_call_Relocation::copy_into
     2010963    0.00%        2  net.minecraft.server.network.ServerGamePacketListenerImpl.handleMovePlayer
     2010941    0.00%        2  Parse::create_entry_map
     2010932    0.00%        2  InstanceKlass::module
     2010782    0.00%        2  PhaseValues::longcon
     2010650    0.00%        1  java.math.BigInteger.subtract
     2010501    0.00%        2  TypeLong::xdual
     2010400    0.00%        1  ciInstanceKlass::is_in_package
     2010373    0.00%        2  CmpPNode::sub
     2010370    0.00%        2  io.papermc.paper.entity.activation.ActivationRange.checkInactiveWakeup
     2010199    0.00%        2  net.minecraft.util.SimpleBitStorage.<init>
     2010090    0.00%        2  net.minecraft.world.entity.animal.Rabbit$$Lambda.0x00007f4755a7e7c0.test
     2009939    0.00%        1  GraphKit::gen_checkcast
     2009590    0.00%        1  os::os_exception_wrapper
     2009498    0.00%        1  GraphKit::array_element_address
     2009328    0.00%        2  net.minecraft.world.entity.LivingEntity.isEquippableInSlot
     2009268    0.00%        2  net.minecraft.world.entity.Entity.gameEvent
     2009149    0.00%        2  ciTypeFlow::Block::successors
     2008536    0.00%        2  MemNode::optimize_memory_chain
     2008417    0.00%        2  JfrResolution::on_c2_resolution
     2008298    0.00%        2  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.EntityLookup.canRemoveEntity
     2008276    0.00%        2  LoadNode::make
     2008167    0.00%        2  java.util.Arrays.rangeCheck
     2007885    0.00%        2  Matcher::init_first_stack_mask
     2007825    0.00%        2  net.minecraft.world.entity.ai.behavior.SetWalkTargetFromLookTarget$$Lambda.0x00007f4755a6ae18.test
     2007706    0.00%        2  java.util.stream.SortedOps.makeRef
     2007694    0.00%        2  GrowableArrayWithAllocator<Interval*, GrowableArray<Interval*> >::grow
     2007646    0.00%        2  org.bukkit.craftbukkit.event.CraftEventFactory.playDeathSound
     2007635    0.00%        2  net.minecraft.world.flag.FeatureFlagSet.contains
     2007336    0.00%        2  ParseGenerator::generate
     2007315    0.00%        2  ciMetadata::is_obj_array_klass
     2007235    0.00%        2  net.minecraft.world.entity.Entity.hasControllingPassenger
     2007234    0.00%        2  net.minecraft.world.entity.LivingEntity.canBreatheUnderwater
     2007205    0.00%        2  net.minecraft.world.level.chunk.HashMapPalette.copy
     2007195    0.00%        2  net.minecraft.world.entity.animal.Bee$BeeGoToHiveGoal.canUse
     2007104    0.00%        2  ciConstantPoolCache::get
     2006914    0.00%        1  _IO_file_stat
     2006814    0.00%        2  net.minecraft.world.entity.animal.Fox$FoxSearchForItemsGoal.canUse
     2006695    0.00%        2  net.minecraft.world.level.block.Blocks$$Lambda.0x00007f4754451f28.test
     2006522    0.00%        2  ExceptionMark::~ExceptionMark
     2006512    0.00%        2  me.lucko.spark.paper.common.sampler.async.jfr.Dictionary.get
     2006252    0.00%        2  IdealKit::delay_transform
     2006051    0.00%        2  net.minecraft.world.entity.ai.village.poi.PoiSection.getPoiRecord
     2006001    0.00%        2  net.minecraft.world.entity.InsideBlockEffectApplier$StepBasedCollector.recorded
     2005982    0.00%        2  ciMethod::scale_count
     2005951    0.00%        2  org.bukkit.craftbukkit.entity.CraftHorse.getHandle
     2005882    0.00%        2  BitMap::set_union
     2005761    0.00%        2  Node::add_req_batch
     2005732    0.00%        2  java.util.concurrent.ThreadPoolExecutor.execute
     2005662    0.00%        2  net.minecraft.world.level.block.AmethystClusterBlock.getShape
     2005552    0.00%        2  java.util.concurrent.ConcurrentHashMap.containsKey
     2005532    0.00%        2  net.minecraft.world.level.block.BigDripleafBlock.entityInside
     2005531    0.00%        2  net.minecraft.world.phys.shapes.VoxelShape.optimize
     2005492    0.00%        1  sun.nio.fs.UnixException.<init>
     2005451    0.00%        2  net.minecraft.world.entity.animal.Chicken.removeWhenFarAway
     2005401    0.00%        2  net.minecraft.world.level.Level.getRandom
     2005350    0.00%        2  it.unimi.dsi.fastutil.ints.IntArrayList.<init>
     2005321    0.00%        2  com.google.common.collect.Iterators$6.<init>
     2005290    0.00%        2  DirectivesStack::release
     2005282    0.00%        2  net.minecraft.world.level.block.Block.setValueHelper
     2005220    0.00%        2  GraphKit::stopped
     2005162    0.00%        2  SubstitutionResolver::block_do
     2005162    0.00%        2  SharedRuntime::java_calling_convention
     2005150    0.00%        2  Parse::do_method_entry
     2005101    0.00%        2  Matcher::Fixup_Save_On_Entry
     2005051    0.00%        2  Compile::build_start_state
     2005020    0.00%        2  java.lang.StringBuilder.append
     2005011    0.00%        2  net.minecraft.world.entity.ai.behavior.Swim.tick
     2004981    0.00%        2  net.minecraft.util.Mth.unpackDegrees
     2004980    0.00%        2  MethodData::profile_parameters
     2004910    0.00%        2  net.minecraft.world.entity.ai.behavior.StopAttackingIfTargetInvalid.lambda$create$4
     2004900    0.00%        2  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap$ValueIterator.next
     2004891    0.00%        2  net.minecraft.world.entity.LivingEntity.causeFallDamage
     2004890    0.00%        2  net.minecraft.world.entity.vehicle.OldMinecartBehavior.getPos
     2004810    0.00%        2  net.minecraft.world.level.border.WorldBorder.setWarningTime
     2004748    0.00%        2  net.minecraft.world.entity.ai.behavior.JumpOnBed.tick
     2004739    0.00%        2  java.util.Collections$UnmodifiableMap.values
     2004730    0.00%        2  methodHandle::operator=
     2004720    0.00%        2  net.minecraft.world.entity.LivingEntity.getSoundVolume
     2004710    0.00%        2  java.lang.StringLatin1.charAt
     2004701    0.00%        2  net.minecraft.world.level.block.BedBlock.fallOn
     2004700    0.00%        2  net.minecraft.world.level.block.PressurePlateBlock.getSignalStrength
     2004700    0.00%        2  java.util.HashSet.clear
     2004690    0.00%        2  net.minecraft.world.level.block.LadderBlock.getShape
     2004640    0.00%        2  Location::write_on
     2004609    0.00%        2  org.bukkit.craftbukkit.block.CraftBlock.getRelative
     2004601    0.00%        2  net.minecraft.world.entity.ai.behavior.Swim.shouldSwim
     2004592    0.00%        2  LinearScan::compute_debug_info_for_scope
     2004560    0.00%        2  TypeNarrowOop::cleanup_speculative
     2004549    0.00%        2  net.minecraft.util.CrudeIncrementalIntIdentityHashBiMap.copy
     2004540    0.00%        2  net.minecraft.world.entity.animal.horse.AbstractHorse.isCollidable
     2004519    0.00%        2  net.minecraft.world.level.chunk.LinearPalette.copy
     2004510    0.00%        2  net.minecraft.world.entity.InsideBlockEffectType.lambda$new$2
     2004500    0.00%        2  net.minecraft.world.entity.ai.sensing.TemptingSensor$$Lambda.0x00007f4755a33a78.<init>
     2004490    0.00%        2  net.minecraft.world.entity.ai.navigation.WaterBoundPathNavigation.getGroundY
     2004489    0.00%        2  java.lang.Math.abs
     2004480    0.00%        1  net.minecraft.core.Direction.getStepY
     2004469    0.00%        2  net.minecraft.world.level.Level.isBrightOutside
     2004460    0.00%        2  countedloop_phi_from_cmp
     2004430    0.00%        2  net.minecraft.world.level.pathfinder.SwimNodeEvaluator.getPathTypeOfMob
     2004399    0.00%        2  ciMethod::has_balanced_monitors
     2004359    0.00%        2  MemBarNode::Ideal
     2004339    0.00%        2  net.minecraft.world.entity.ai.sensing.NearestVisibleLivingEntitySensor.doTick
     2004289    0.00%        2  Symbol::as_klass_external_name
     2004269    0.00%        2  net.minecraft.world.entity.animal.Bee.aiStep
     2004249    0.00%        2  MachOper::disp_reloc
     2004218    0.00%        1  net.minecraft.world.entity.raid.Raider$ObtainRaidLeaderBannerGoal.canUse
     2004200    0.00%        2  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.getBlockedNode
     2004170    0.00%        2  io.papermc.paper.event.entity.EntityInsideBlockEvent.getHandlers
     2004168    0.00%        2  net.minecraft.world.entity.animal.Fox$FoxPounceGoal.canUse
     2004108    0.00%        2  net.minecraft.world.level.EntityGetter.findNearbyPlayer
     2004088    0.00%        2  net.minecraft.world.level.chunk.LinearPalette.<init>
     2004088    0.00%        2  ciEnv::get_instance_klass_for_declared_method_holder
     2004079    0.00%        2  net.minecraft.world.entity.LivingEntity$$Lambda.0x00007f4755a44618.<init>
     2004060    0.00%        2  net.minecraft.world.inventory.RemoteSlot$Synchronized.matches
     2004039    0.00%        2  net.minecraft.server.level.ServerLevel.broadcastEntityEvent
     2004039    0.00%        2  ciKlass::is_subtype_of
     2004039    0.00%        2  net.minecraft.world.entity.animal.Dolphin.handleAirSupply
     2004009    0.00%        2  ConstraintCastNode::Identity
     2003990    0.00%        2  net.minecraft.world.entity.ai.control.SmoothSwimmingLookControl$$Lambda.0x00007f4755a9d110.accept
     2003988    0.00%        2  ciExceptionHandlerStream::count
     2003939    0.00%        2  jmpConNode::oper_input_base
     2003919    0.00%        2  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.stop
     2003847    0.00%        2  java.util.Spliterators$EmptySpliterator.characteristics
     2003829    0.00%        2  Relocation::copy_into
     2003819    0.00%        2  org.bukkit.NamespacedKey.<init>
     2003807    0.00%        2  it.unimi.dsi.fastutil.objects.Object2IntAVLTreeMap$1.size
     2003788    0.00%        2  RegisterMap::pd_location
     2003778    0.00%        2  AddNode::Ideal
     2003777    0.00%        2  org.bukkit.event.entity.EntityDamageEvent$$Lambda.0x00007f4755a93668.test
     2003678    0.00%        2  org.bukkit.craftbukkit.CraftWorld.getNearbyEntities
     2003667    0.00%        2  net.minecraft.world.entity.npc.Villager.inactiveTick
     2003648    0.00%        2  net.minecraft.world.entity.ai.goal.RunAroundLikeCrazyGoal.canUse
     2003638    0.00%        2  Relocation::pack_data_to
     2003627    0.00%        1  GenerateOopMap::interp1
     2003619    0.00%        2  TypeOopPtr::would_improve_type
     2003617    0.00%        2  Deoptimization::uncommon_trap_inner
     2003609    0.00%        2  net.minecraft.world.entity.ambient.Bat.getAmbientSound
     2003608    0.00%        2  net.minecraft.world.inventory.TransientCraftingContainer.getContainerSize
     2003607    0.00%        2  net.minecraft.world.entity.animal.Animal.customServerAiStep
     2003599    0.00%        2  TypePtr::cleanup_speculative
     2003558    0.00%        2  net.minecraft.world.level.material.FlowingFluid.isSolidFace
     2003487    0.00%        2  net.minecraft.world.entity.ai.sensing.HurtBySensor$$Lambda.0x00007f4755a4f3a8.<init>
     2003457    0.00%        2  it.unimi.dsi.fastutil.objects.Object2IntAVLTreeMap$EntryIterator.next
     2003448    0.00%        2  OptoRuntime::new_array_nozero_C
     2003447    0.00%        2  net.minecraft.world.entity.ai.behavior.JumpOnBed.canStillUse
     2003427    0.00%        2  TypeInstKlassPtr::cast_to_exactness
     2003418    0.00%        2  net.minecraft.world.entity.ai.goal.FollowOwnerGoal.canUse
     2003417    0.00%        2  net.minecraft.world.entity.animal.Rabbit$RabbitAvoidEntityGoal.canUse
     2003368    0.00%        2  net.minecraft.world.level.block.BellBlock.getVoxelShape
     2003337    0.00%        2  java.lang.Math.floorDiv
     2003317    0.00%        2  net.minecraft.world.entity.ai.sensing.AdultSensor.doTick
     2003267    0.00%        2  TypeOopPtr::singleton
     2003267    0.00%        2  it.unimi.dsi.fastutil.objects.ObjectOpenHashSet.removeEntry
     2003257    0.00%        2  Compile::print_method
     2003247    0.00%        2  TypePtr::empty
     2003238    0.00%        2  JVMState::clone_deep
     2003217    0.00%        2  net.minecraft.world.entity.ai.sensing.AdultSensor$$Lambda.0x00007f4755a4a000.test
     2003166    0.00%        2  net.minecraft.world.entity.animal.Fox$FaceplantGoal.canUse
     2003156    0.00%        2  net.minecraft.world.entity.ai.goal.AvoidEntityGoal$$Lambda.0x00007f4755a12538.test
     2003117    0.00%        2  net.minecraft.world.level.chunk.LevelChunk$RebindableTickingBlockEntityWrapper.tick
     2003107    0.00%        2  net.minecraft.world.entity.ConversionType$1.convert
     2003098    0.00%        2  org.bukkit.craftbukkit.entity.CraftRabbit.getHandle
     2003096    0.00%        2  net.minecraft.world.entity.ai.goal.OfferFlowerGoal.canUse
     2003046    0.00%        2  net.minecraft.world.level.block.CropBlock.entityInside
     2002996    0.00%        2  it.unimi.dsi.fastutil.objects.Object2ObjectOpenHashMap.values
     2002887    0.00%        2  java.util.HashMap$ValueSpliterator.characteristics
     2002886    0.00%        2  org.apache.commons.lang3.mutable.MutableObject.getValue
     2002876    0.00%        2  it.unimi.dsi.fastutil.longs.LongOpenHashSet.<init>
     2002857    0.00%        2  net.minecraft.world.entity.ai.goal.OcelotAttackGoal.tick
     2002816    0.00%        2  it.unimi.dsi.fastutil.longs.Long2LongOpenHashMap$EntryIterator.next
     2002807    0.00%        2  net.minecraft.world.entity.Entity.isInWaterOrRain
     2002806    0.00%        2  net.minecraft.core.Direction.values
     2002766    0.00%        2  CFGLoop::push_pred
     2002756    0.00%        2  java.util.ImmutableCollections$SetN.probe
     2002736    0.00%        2  OopMapSort::sort
     2002717    0.00%        2  Block::succ_prob
     2002705    0.00%        2  java.util.stream.AbstractPipeline.isParallel
     2002696    0.00%        2  DebugInformationRecorder::add_non_safepoint
     2002687    0.00%        2  java.util.Collection.spliterator
     2002685    0.00%        2  java.lang.String.coder
     2002677    0.00%        2  java.lang.runtime.ObjectMethods.eq
     2002667    0.00%        2  java.util.stream.ReferencePipeline.toList
     2002667    0.00%        2  ClassHierarchyIterator::next
     2002605    0.00%        2  metadata_Relocation::copy_into
     2002595    0.00%        2  net.minecraft.world.entity.animal.Fox$FoxFloatGoal.canUse
     2002587    0.00%        2  net.minecraft.world.entity.ai.attributes.AttributeMap.onAttributeModified
     2002565    0.00%        2  net.minecraft.world.entity.ai.behavior.SetWalkTargetFromLookTarget$$Lambda.0x00007f4755a2e408.apply
     2002556    0.00%        2  net.minecraft.world.entity.ai.memory.WalkTarget.getTarget
     2002504    0.00%        2  resolve_opt_virtual_call
     2002497    0.00%        2  MemBarNode::bottom_type
     2002466    0.00%        2  net.minecraft.world.level.block.BasePressurePlateBlock.entityInside
     2002437    0.00%        2  net.minecraft.world.entity.LivingEntity.die
     2002426    0.00%        2  net.minecraft.world.entity.Entity.getPercentFrozen
     2002425    0.00%        2  CallStaticJavaDirectNode::emit
     2002417    0.00%        2  BuildCutout::BuildCutout
     2002415    0.00%        2  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.performVoxelCollisionsX
     2002395    0.00%        2  ReceiverTypeData::is_ReceiverTypeData
     2002376    0.00%        2  DecodeNKlassNode::Value
     2002355    0.00%        2  java.lang.Boolean.equals
     2002345    0.00%        2  net.minecraft.world.entity.monster.Drowned.addBehaviourGoals
     2002336    0.00%        2  net.minecraft.world.entity.ai.behavior.TryFindWater$$Lambda.0x00007f4755a2c270.apply
     2002335    0.00%        2  net.minecraft.world.entity.ai.behavior.SetWalkTargetFromLookTarget.lambda$create$2
     2002325    0.00%        2  net.minecraft.world.entity.Entity$Movement.to
     2002275    0.00%        2  net.minecraft.world.entity.ai.sensing.NearestLivingEntitySensor.doTick
     2002274    0.00%        2  net.minecraft.world.level.block.ChestBlock.getShape
     2002235    0.00%        2  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.performVoxelCollisionsZ
     2002235    0.00%        2  net.minecraft.world.phys.shapes.CollisionContext.of
     2002225    0.00%        2  it.unimi.dsi.fastutil.objects.Reference2ObjectArrayMap$MapEntry.getValue
     2002216    0.00%        2  MemAllocator::Allocation::check_out_of_memory
     2002186    0.00%        2  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.getEntityHardCollisions
     2002166    0.00%        2  net.minecraft.world.entity.ai.control.FlyingMoveControl.tick
     2002145    0.00%        2  convXI2D_regNode::out_RegMask
     2002145    0.00%        2  net.minecraft.world.entity.Entity.getSoundSource
     2002144    0.00%        2  it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap$MapIterator.hasNext
     2002135    0.00%        2  net.minecraft.world.item.ItemStack.getMaxDamage
     2002135    0.00%        2  net.minecraft.world.entity.animal.horse.AbstractHorse.getControllingPassenger
     2002125    0.00%        2  org.bukkit.event.vehicle.VehicleCollisionEvent.getHandlers
     2002125    0.00%        2  net.minecraft.world.entity.ai.behavior.AcquirePoi.findPathToPois
     2002124    0.00%        2  G1CollectedHeap::keep_alive
     2002115    0.00%        2  net.minecraft.world.entity.animal.Bee.customServerAiStep
     2002114    0.00%        2  net.minecraft.world.entity.animal.Fox$$Lambda.0x00007f4755a8a940.test
     2002096    0.00%        2  java.util.LinkedHashMap.sequencedValues
     2002055    0.00%        1  net.minecraft.world.entity.animal.Animal.getWalkTargetValue
     2002044    0.00%        2  Node::emit
     2002035    0.00%        2  net.minecraft.world.entity.Entity.calculateViewVector
     2002025    0.00%        2  net.minecraft.server.level.ChunkMap.getVisibleChunkIfPresent
     2002015    0.00%        2  net.minecraft.world.entity.Mob.playAmbientSound
     2001985    0.00%        2  net.minecraft.world.item.ItemStack.isBroken
     2001975    0.00%        2  hashptr
     2001975    0.00%        2  java.lang.Enum.compareTo
     2001955    0.00%        2  net.minecraft.world.level.material.FlowingFluid.getSpread
     2001955    0.00%        2  java.util.function.Predicate$$Lambda.0x00007f4754effae0.<init>
     2001945    0.00%        2  java.lang.Float.equals
     2001935    0.00%        2  net.minecraft.world.level.block.VegetationBlock.updateShape
     2001924    0.00%        2  ReferenceProcessor::discover_reference
     2001916    0.00%        2  Assembler::cmpq
     2001916    0.00%        2  it.unimi.dsi.fastutil.ints.Int2IntOpenHashMap.remove
     2001903    0.00%        2  net.minecraft.world.entity.ai.goal.GoalSelector.enableControlFlag
     2001885    0.00%        2  net.minecraft.world.entity.ai.goal.target.NonTameRandomTargetGoal.canUse
     2001855    0.00%        2  ciInstanceKlass::transitive_interfaces
     2001844    0.00%        2  IfProjNode::Identity
     2001844    0.00%        2  java.util.BitSet.get
     2001824    0.00%        2  net.minecraft.world.level.block.LeavesBlock.randomTick
     2001815    0.00%        2  TypeOopPtr::get_con
     2001785    0.00%        2  net.minecraft.world.entity.ai.navigation.AmphibiousPathNavigation.getTempMobPos
     2001784    0.00%        2  org.bukkit.event.entity.EntityDamageEvent.getHandlers
     2001755    0.00%        2  net.minecraft.world.level.chunk.status.WorldGenContext.generator
     2001754    0.00%        2  net.minecraft.world.entity.ai.navigation.AmphibiousPathNavigation.canMoveDirectly
     2001754    0.00%        2  net.minecraft.world.entity.ai.behavior.PoiCompetitorScan.competesForSameJobsite
     2001745    0.00%        2  it.unimi.dsi.fastutil.ints.Int2IntOpenHashMap.shiftKeys
     2001744    0.00%        1  _IO_link_in
     2001744    0.00%        2  Continuation::is_return_barrier_entry
     2001715    0.00%        2  net.minecraft.world.SimpleContainer.getItem
     2001714    0.00%        2  TypePtr::speculative
     2001704    0.00%        2  net.minecraft.world.entity.monster.Drowned.wantsToSwim
     2001684    0.00%        2  net.minecraft.world.item.ItemStack.getItem
     2001675    0.00%        2  ca.spottedleaf.moonrise.patches.chunk_system.scheduling.executor.RadiusAwarePrioritisedExecutor$Task.queue
     2001674    0.00%        2  net.minecraft.world.entity.ai.attributes.AttributeInstance.hasModifier
     2001674    0.00%        2  net.minecraft.world.level.block.FarmBlock.randomTick
     2001664    0.00%        2  me.lucko.spark.paper.common.sampler.node.StackTraceNode$AsyncDescription.equals
     2001664    0.00%        2  net.minecraft.world.entity.animal.AbstractSchoolingFish.hasFollowers
     2001664    0.00%        2  net.minecraft.world.entity.animal.Dolphin$DolphinSwimToTreasureGoal.canUse
     2001655    0.00%        2  G1RemSetTrackingPolicy::update_at_allocate
     2001645    0.00%        2  com.mojang.datafixers.kinds.IdF.create
     2001635    0.00%        2  OopMap::set_oop
     2001634    0.00%        2  it.unimi.dsi.fastutil.floats.FloatArrays.quickSort
     2001633    0.00%        2  net.minecraft.world.level.pathfinder.Path.getNode
     2001624    0.00%        2  net.minecraft.world.entity.Entity.<init>
     2001614    0.00%        2  net.minecraft.util.random.Weighted.value
     2001603    0.00%        2  net.minecraft.world.entity.ai.Brain.getActiveNonCoreActivity
     2001594    0.00%        2  StorePNode::Opcode
     2001594    0.00%        2  it.unimi.dsi.fastutil.ints.IntOpenHashSet.add
     2001585    0.00%        2  net.minecraft.world.entity.item.ItemEntity.<init>
     2001585    0.00%        2  net.minecraft.world.entity.animal.Dolphin.getSwimSound
     2001574    0.00%        2  net.minecraft.world.level.pathfinder.PathfindingContext.getBlockState
     2001573    0.00%        2  net.minecraft.world.entity.ai.behavior.TryFindWater$$Lambda.0x00007f4755a37528.<init>
     2001553    0.00%        2  net.minecraft.world.entity.ai.village.VillageSiege.tick
     2001544    0.00%        2  net.minecraft.server.level.ServerLevel.getScoreboard
     2001524    0.00%        2  net.minecraft.world.level.block.VineBlock.randomTick
     2001524    0.00%        2  org.bukkit.craftbukkit.entity.CraftPig.getHandle
     2001524    0.00%        2  it.unimi.dsi.fastutil.shorts.ShortOpenHashSet.<init>
     2001515    0.00%        2  net.minecraft.world.entity.npc.VillagerProfession$$Lambda.0x00007f4754a6e890.test
     2001514    0.00%        2  HandleArea::real_allocate_handle
     2001513    0.00%        2  net.minecraft.world.entity.ai.sensing.GolemSensor.checkForNearbyGolem
     2001504    0.00%        2  net.minecraft.world.entity.LivingEntity.getPassengerRidingPosition
     2001495    0.00%        2  net.minecraft.world.level.block.SoundType.getPitch
     2001484    0.00%        2  ImmutableOopMapSet::find_map_at_offset
     2001484    0.00%        2  net.minecraft.world.level.levelgen.PatrolSpawner.tick
     2001474    0.00%        2  net.minecraft.world.entity.Mob.equipItemIfPossible
     2001434    0.00%        2  net.minecraft.world.entity.ai.goal.GoalSelector$$Lambda.0x00007f4755a12eb8.test
     2001433    0.00%        2  it.unimi.dsi.fastutil.objects.Reference2ObjectMaps$EmptyMap.equals
     2001424    0.00%        2  net.minecraft.world.level.LevelReader.containsAnyLiquid
     2001413    0.00%        2  Parse::adjust_map_after_if
     2001404    0.00%        2  Type::has_memory
     2001403    0.00%        2  net.minecraft.world.entity.Entity.closerThan
     2001402    0.00%        2  net.minecraft.world.level.BlockCollisions.getChunk
     2001384    0.00%        2  net.minecraft.world.entity.ai.behavior.InteractWith$$Lambda.0x00007f4755afda28.<init>
     2001384    0.00%        2  net.minecraft.network.protocol.Packet.isReady
     2001374    0.00%        2  net.minecraft.core.BlockPos.above
     2001354    0.00%        2  net.minecraft.world.entity.ai.attributes.AttributeInstance.getModifier
     2001353    0.00%        2  PhaseCFG::create_loop_tree
     2001333    0.00%        2  safePoint_poll_tlsNode::rule
     2001333    0.00%        2  ciMethodData::load_remaining_extra_data
     2001304    0.00%        2  net.minecraft.world.entity.Entity.getBlockStateOnLegacy
     2001303    0.00%        2  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.canSurvive
     2001303    0.00%        2  io.papermc.paper.event.entity.EntityEquipmentChangedEvent.getHandlers
     2001293    0.00%        2  ciMethod::method_data
     2001283    0.00%        2  java.util.ImmutableCollections$List12.get
     2001283    0.00%        2  CardTableBarrierSetC2::is_gc_barrier_node
     2001274    0.00%        2  sun.security.util.math.intpoly.P384OrderField.mult
     2001274    0.00%        2  net.minecraft.world.entity.ai.behavior.RandomStroll$$Lambda.0x00007f4755a2ce60.apply
     2001274    0.00%        2  net.minecraft.world.entity.EntityAttachments.getNullable
     2001263    0.00%        2  net.minecraft.world.level.pathfinder.Node.asBlockPos
     2001254    0.00%        2  net.minecraft.world.entity.ai.memory.WalkTarget.getCloseEnoughDist
     2001244    0.00%        2  net.minecraft.world.entity.ai.behavior.EntityTracker.currentBlockPosition
     2001243    0.00%        1  org.bukkit.craftbukkit.CraftRegistry.minecraftToBukkit
     2001223    0.00%        2  net.minecraft.world.level.block.BuddingAmethystBlock.randomTick
     2001213    0.00%        1  java.lang.runtime.ObjectMethods.hashCombiner
     2001212    0.00%        2  CallStaticJavaNode::Ideal
     2001193    0.00%        2  net.minecraft.resources.ResourceLocation.getNamespace
     2001182    0.00%        2  Parse::ensure_memory_phi
     2001173    0.00%        2  net.minecraft.world.entity.monster.Drowned.isVisuallySwimming
     2001154    0.00%        2  net.minecraft.world.entity.ai.Brain$1.decode
     2001133    0.00%        2  net.minecraft.world.level.chunk.LevelChunk.setBlockState
     2001133    0.00%        2  org.mvplugins.multiverse.core.listeners.MVEntityListener.creatureSpawn
     2001124    0.00%        2  net.minecraft.world.level.LevelSettings.getDataConfiguration
     2001114    0.00%        2  net.minecraft.world.level.block.GrowingPlantHeadBlock.randomTick
