--- Execution profile ---
Total samples       : 230007

          ns  percent  samples  top
    21004754    0.01%       21  SharedRuntime::frem
    21003559    0.01%       21  net.minecraft.core.BlockPos$MutableBlockPos.setZ
    21002010    0.01%       21  G1CMTask::regular_clock_call
    21001380    0.01%       21  Node::rematerialize
    21000820    0.01%       21  Node::unique_ctrl_out_or_null
    21000782    0.01%       21  net.minecraft.world.phys.shapes.EntityCollisionContext.<init>
    20993632    0.01%       20  org.bukkit.craftbukkit.scheduler.CraftScheduler.mainThreadHeartbeat
    20991352    0.01%       20  net.minecraft.world.entity.ai.behavior.LookAndFollowTradingPlayerSink.checkExtraStartConditions
    20962813    0.01%       20  net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.isPathfindable
    20945903    0.01%       15  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry.unguardedRecycle
    20820124    0.01%       18  G1BarrierSet::invalidate
    20498894    0.01%       20  G1CardSet::iterate_containers
    20128995    0.01%       20  net.minecraft.world.entity.ai.behavior.TradeWithVillager.tick
    20066869    0.01%       13  io.netty.util.Recycler$LocalPool.release
    20032132    0.01%       19  java.util.ArrayList.addAll
    20028827    0.01%       19  G1BlockOffsetTablePart::update_for_block_work
    20027401    0.01%       20  it.unimi.dsi.fastutil.doubles.Double2ObjectRBTreeMap.allocatePaths
    20022816    0.01%       20  PhaseOutput::shorten_branches
    20021120    0.01%       19  net.minecraft.world.entity.ai.goal.MoveThroughVillageGoal.canUse
    20015112    0.01%       20  PhiNode::Value
    20009539    0.01%       20  net.minecraft.world.entity.ai.behavior.SetLookAndInteract$$Lambda.0x00007f4755abe800.apply
    20009527    0.01%       20  net.minecraft.world.entity.ai.behavior.OneShot.tickOrStop
    20008103    0.01%       20  net.minecraft.world.entity.ai.behavior.Behavior.checkExtraStartConditions
    20006415    0.01%       20  java.util.stream.Sink$ChainedReference.end
    20005471    0.01%       20  net.minecraft.world.entity.Mob.requiresCustomPersistence
    20004612    0.01%       19  org.bukkit.craftbukkit.entity.CraftEntity.getServer
    20003897    0.01%       20  Compile::remove_useless_node
    20003368    0.01%       20  net.minecraft.world.phys.AABB.clipPoint
    19998746    0.01%       19  net.minecraft.world.entity.Entity.getPose
    19993318    0.01%       12  org.apache.logging.log4j.core.Logger$PrivateConfig.filter
    19985413    0.01%       20  PhaseCFG::schedule_late
    19985179    0.01%       20  java.util.ArrayList$Itr.checkForComodification
    19982195    0.01%       20  PhiNode::is_unsafe_data_reference
    19886558    0.01%       15  io.netty.channel.DefaultChannelPipeline$HeadContext.write
    19819724    0.01%       18  java.util.concurrent.atomic.AtomicLong.get
    19424119    0.01%       18  java.util.concurrent.ConcurrentLinkedQueue.offer
    19254849    0.01%       19  HeapRegionClaimer::claim_region
    19194831    0.01%       18  com.google.common.collect.Iterators$SingletonIterator.hasNext
    19144795    0.01%       19  vmSymbols::find_sid
    19103806    0.01%       19  Klass::method_at_vtable
    19089042    0.01%       18  net.minecraft.world.entity.item.ItemEntity.inactiveTick
    19071059    0.01%       19  Klass::next_sibling
    19050171    0.01%       19  TypeInstPtr::xmeet_helper
    19046396    0.01%       19  DebugInformationRecorder::describe_scope
    19032598    0.01%       19  net.minecraft.world.entity.ElytraAnimationState.tick
    19030640    0.01%       19  net.minecraft.world.entity.ai.behavior.SetRaidStatus$$Lambda.0x00007f4755ac8268.trigger
    19027408    0.01%       19  MergeMemNode::Ideal
    19025693    0.01%       19  Dict::doubhash
    19024304    0.01%       19  net.minecraft.world.level.Level.isRaining
    19015693    0.01%       18  net.minecraft.world.entity.LivingEntity.getDefaultGravity
    19014187    0.01%       19  net.minecraft.world.entity.ai.Brain.forgetOutdatedMemories
    19012659    0.01%       19  jmpDirNode::is_block_proj
    19012536    0.01%       19  net.minecraft.world.entity.LivingEntity.handleRelativeFrictionAndCalculateMovement
    19012098    0.01%       19  net.minecraft.world.entity.Entity.updateFluidOnEyes
    19010495    0.01%       19  PhaseChaitin::raise_pressure
    19010474    0.01%       19  PhaseCFG::select
    19009878    0.01%       18  net.minecraft.world.entity.ai.control.BodyRotationControl.isMoving
    19008755    0.01%       19  net.minecraft.core.BlockPos$MutableBlockPos.setX
    19006003    0.01%       19  net.minecraft.world.entity.ai.behavior.AcquirePoi$$Lambda.0x00007f4755acab28.apply
    19005383    0.01%       19  net.minecraft.world.entity.ai.behavior.ShufflingList$$Lambda.0x00007f4755a36968.applyAsDouble
    19004998    0.01%       19  net.minecraft.world.entity.player.Player.canBeSeenAsEnemy
    19003282    0.01%       19  TypeInstPtr::make
    19000652    0.01%       19  RegMask::smear_to_sets
    18999362    0.01%       19  io.papermc.paper.registry.PaperRegistryAccess.getRegistry
    18994907    0.01%       19  Matcher::pd_clone_node
    18994053    0.01%       19  net.minecraft.world.item.Item.inventoryTick
    18993111    0.01%       19  Matcher::is_vshift_con_pattern
    18987324    0.01%       19  PhaseChaitin::bias_color
    18928445    0.01%       16  io.netty.util.DefaultAttributeMap.searchAttributeByKey
    18314152    0.01%       16  ca.spottedleaf.moonrise.patches.starlight.light.SkyStarLightEngine.rewriteNibbleCacheForSkylight
    18217485    0.01%       17  ciMethodData::load_data
    18173444    0.01%       18  InstanceKlass::find_local_field
    18128819    0.01%       17  G1ParCopyClosure<(G1Barrier)1, false>::do_oop
    18113271    0.01%       18  TypeInstPtr::add_offset
    18093824    0.01%       18  CodeCacheUnloadingTask::claim_nmethods
    18034695    0.01%       18  it.unimi.dsi.fastutil.objects.ObjectArrayList$1.hasNext
    18029945    0.01%       18  net.minecraft.world.entity.animal.Animal.aiStep
    18029474    0.01%       17  java.util.ArrayList.toArray
    18024547    0.01%       18  Type::uhash
    18020825    0.01%       18  it.unimi.dsi.fastutil.doubles.DoubleArrayList.wrap
    18019016    0.01%       17  net.minecraft.world.entity.ai.goal.MeleeAttackGoal.tick
    18018889    0.01%       18  net.minecraft.world.entity.ai.behavior.VillagerPanicTrigger.canStillUse
    18017734    0.01%       18  net.minecraft.world.entity.Entity.getYRot
    18013962    0.01%       18  net.minecraft.server.level.ServerLevel.moonrise$areChunksLoaded
    18012162    0.01%       18  net.minecraft.world.entity.Entity.getInBlockState
    18011811    0.01%       18  net.minecraft.server.level.ServerLevel$$Lambda.0x00007f47558d52a0.accept
    18011535    0.01%       18  net.minecraft.world.entity.ai.control.JumpControl.tick
    18008927    0.01%       18  net.minecraft.world.entity.Mob.getHeadRotSpeed
    18007575    0.01%       17  net.minecraft.util.Mth.equal
    18006000    0.01%       18  net.minecraft.world.level.Level.isOutsideBuildHeight
    18005289    0.01%       18  net.minecraft.world.entity.ai.behavior.WakeUp$$Lambda.0x00007f4755ac79d8.trigger
    18004579    0.01%       17  os::elapsedVTime
    18002093    0.01%       18  java.util.Objects.checkIndex
    17996976    0.01%       16  net.minecraft.core.Direction.getApproximateNearest
    17994149    0.01%       18  PhaseChaitin::stretch_base_pointer_live_ranges
    17976113    0.01%       18  net.minecraft.world.level.NaturalSpawner.isRightDistanceToPlayerAndSpawnPoint
    17922292    0.01%       12  io.netty.handler.codec.CodecOutputList$CodecOutputLists.recycle
    17821266    0.01%       11  io.netty.channel.AbstractChannelHandlerContext.isNotValidPromise
    17599117    0.01%       11  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.canReacquire
    17597354    0.01%       15  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode.isReleasable
    17322325    0.01%       15  SafepointMechanism::update_poll_values
    17183785    0.01%       15  nmethod::do_unloading
    17140087    0.01%       17  Unsafe_AllocateInstance
    17111600    0.01%       16  net.minecraft.world.entity.ai.goal.GoalSelector.setControlFlag
    17104321    0.01%       17  java.util.EnumMap.<init>
    17099601    0.01%       16  HeapRegionManager::allocate_free_region
    17099144    0.01%       12  java.util.ArrayList.<init>
    17060349    0.01%       17  net.minecraft.world.level.chunk.ChunkAccess.incrementInhabitedTime
    17037766    0.01%       17  net.minecraft.world.entity.ai.Brain.checkMemory
    17033141    0.01%       17  io.papermc.paper.entity.activation.ActivationRange.checkEntityImmunities
    17030231    0.01%       16  java.util.ArrayList.get
    17029536    0.01%       17  Node::hash
    17028913    0.01%       11  io.netty.buffer.AbstractByteBufAllocator.toLeakAwareBuffer
    17024890    0.01%       16  net.minecraft.world.level.block.state.properties.Property.moonrise$getId
    17022968    0.01%       17  net.minecraft.world.level.Level.getGameTime
    17022767    0.01%       17  __tls_get_addr@plt
    17020246    0.01%       17  ConnectionGraph::add_java_object_edges
    17019668    0.01%       17  net.minecraft.world.level.material.FlowingFluid.affectsFlow
    17016663    0.01%       17  net.minecraft.world.entity.Entity.setXRot
    17015943    0.01%       16  net.minecraft.world.entity.ai.navigation.GroundPathNavigation.getSurfaceY
    17015444    0.01%       13  Recording::writeCpool
    17015393    0.01%       17  Node::has_special_unique_user
    17013921    0.01%       15  net.minecraft.world.entity.ai.goal.FloatGoal.canUse
    17013516    0.01%       17  net.minecraft.world.entity.ai.behavior.InteractWithDoor$$Lambda.0x00007f4755b06358.trigger
    17013348    0.01%       17  net.minecraft.server.level.ServerLevel$$Lambda.0x00007f47559fd300.accept
    17011815    0.01%       17  TypeNode::hash
    17011547    0.01%       17  net.minecraft.world.entity.LivingEntity.getBrain
    17009289    0.01%       17  net.minecraft.world.level.block.DirtPathBlock.getShape
    17006446    0.01%       17  net.minecraft.server.network.ServerCommonPacketListenerImpl.send
    17003254    0.01%       17  Node::grow
    17001988    0.01%       17  net.minecraft.world.entity.ai.behavior.declarative.BehaviorBuilder$Instance$5.tryTrigger
    17000853    0.01%       17  NodeHash::grow
    16994127    0.01%       16  net.minecraft.world.entity.ai.behavior.YieldJobSite.lambda$create$2
    16994049    0.01%       17  PhaseCCP::push_loadp
    16992296    0.01%       16  net.minecraft.world.entity.ai.goal.RemoveBlockGoal.canUse
    16984164    0.01%       17  it.unimi.dsi.fastutil.bytes.ByteArrayFIFOQueue.enqueue
    16983080    0.01%       16  net.minecraft.world.level.biome.MobSpawnSettings.getMobSpawnCost
    16938625    0.01%       11  io.netty.buffer.PoolChunk.incrementPinnedMemory
    16849577    0.01%       12  net.minecraft.network.protocol.game.ClientboundMoveEntityPacket$PosRot.type
    16815709    0.01%       13  io.netty.buffer.AbstractByteBuf.writeShort
    16772459    0.01%       15  io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.resize
    16723522    0.01%       13  java.util.TimSort.sort
    16302983    0.01%       12  ThreadBlockInVMPreprocess<void (JavaThread*)>::~ThreadBlockInVMPreprocess
    16295950    0.01%       16  net.minecraft.world.level.pathfinder.Target.updateBest
    16286373    0.01%       13  io.papermc.paper.pewpew.CommitQueue.enqueue
    16221201    0.01%       15  ca.spottedleaf.moonrise.patches.starlight.light.StarLightEngine.setNibblesForChunkInCache
    16107120    0.01%       15  RelocIterator::initialize
    16035449    0.01%       16  net.minecraft.world.phys.shapes.DiscreteVoxelShape.moonrise$getOrCreateCachedShapeData
    16024788    0.01%       16  PhaseCFG::build_cfg
    16019793    0.01%       16  java.util.concurrent.atomic.AtomicReference.get
    16017593    0.01%       16  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.offsetX
    16017520    0.01%       16  net.minecraft.world.entity.Entity.updateSwimming
    16016107    0.01%       16  net.minecraft.core.Direction$Axis$3.getPositive
    16014617    0.01%       16  net.minecraft.world.entity.ai.goal.Goal.tick
    16014586    0.01%       16  net.minecraft.world.entity.ai.behavior.InteractWithDoor$$Lambda.0x00007f4755ac7000.apply
    16014495    0.01%       15  net.minecraft.world.entity.ai.behavior.YieldJobSite$$Lambda.0x00007f4755b06f48.test
    16014135    0.01%       15  net.minecraft.world.entity.Entity.getEyeY
    16012171    0.01%       16  ConNode::make
    16009443    0.01%       16  Compile::copy_node_notes_to
    16009265    0.01%       16  net.minecraft.world.entity.Entity.isPassenger
    16009104    0.01%       16  net.minecraft.world.entity.LivingEntity.getBlockSpeedFactor
    16007124    0.01%       16  net.minecraft.world.entity.ai.behavior.DoNothing.tickOrStop
    16007041    0.01%       16  net.minecraft.server.level.ServerChunkCache.iterateTickingChunksFaster
    16004324    0.01%       16  it.unimi.dsi.fastutil.objects.ReferenceOpenHashSet$SetSpliterator.forEachRemaining
    16002073    0.01%       16  net.minecraft.network.protocol.game.VecDeltaCodec.encodeY
    16001034    0.01%       16  net.minecraft.advancements.critereon.SimpleCriterionTrigger.trigger
    16000188    0.01%       16  me.lucko.spark.paper.common.sampler.node.AbstractNode.getTimeAccumulator
    15998936    0.01%       16  net.minecraft.world.entity.EntityDimensions.width
    15998513    0.01%       16  net.minecraft.world.entity.ai.behavior.SetLookAndInteract.lambda$create$0
    15998447    0.01%       16  net.minecraft.core.BlockPos$MutableBlockPos.setWithOffset
    15997494    0.01%       16  net.minecraft.world.entity.ai.Brain.isEmptyCollection
    15997192    0.01%       16  net.minecraft.world.entity.ai.behavior.UpdateActivityFromSchedule$$Lambda.0x00007f4755abf8f8.trigger
    15994164    0.01%       16  SafeFetch32_impl
    15993398    0.01%       16  net.minecraft.world.entity.ai.behavior.Swim.checkExtraStartConditions
    15992928    0.01%       15  net.minecraft.world.entity.LivingEntity.getLastHurtByMob
    15990191    0.01%       16  Node::replace_by
    15989583    0.01%       14  net.minecraft.world.entity.ai.village.poi.PoiManager$Occupancy$$Lambda.0x00007f4755a76678.test
    15988816    0.01%       16  IfNode::Opcode
    15983417    0.01%       16  PhaseIdealLoop::try_sink_out_of_loop
    15841939    0.01%       12  io.netty.util.DefaultAttributeMap$DefaultAttribute.<init>
    15789884    0.01%       15  io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue.poll
    15695004    0.01%       12  net.minecraft.world.level.pathfinder.SnapshotPathNavigationRegion.getMinY
    15087817    0.01%       10  G1ConcurrentRefine::RemSetSamplingClosure::do_heap_region
    15053582    0.01%       15  Parse::do_one_bytecode
    15036816    0.01%       15  net.minecraft.world.entity.ai.sensing.NearestLivingEntitySensor$$Lambda.0x00007f4755a4c4f0.test
    15028024    0.01%       15  net.minecraft.world.entity.ambient.Bat.isFlapping
    15026382    0.01%       15  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.canContinueToUse
    15023734    0.01%       15  net.minecraft.world.entity.ai.control.BodyRotationControl.clientTick
    15019298    0.01%       15  AddPNode::Opcode
    15017521    0.01%       15  net.minecraft.network.protocol.game.VecDeltaCodec.encodeX
    15016542    0.01%       15  net.minecraft.world.entity.ai.goal.target.NearestAttackableTargetGoal$$Lambda.0x00007f4755a468f8.test
    15015153    0.01%       15  net.minecraft.world.entity.ai.goal.RandomLookAroundGoal.tick
    15014860    0.01%       15  net.minecraft.world.level.block.PowderSnowBlock.getCollisionShape
    15010862    0.01%       14  net.minecraft.world.entity.ai.behavior.MoveToTargetSink.canStillUse
    15010433    0.01%       15  org.bukkit.event.HandlerList.getRegisteredListeners
    15010092    0.01%       15  net.minecraft.world.level.LevelSettings.gameRules
    15009502    0.01%       15  net.minecraft.world.entity.LivingEntity.getArrowCount
    15008488    0.01%       15  PhaseChaitin::compute_initial_block_pressure
    15008369    0.01%       15  void OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, narrowOop>
    15008209    0.01%       15  net.minecraft.world.entity.Entity.setBoundingBox
    15008077    0.01%       15  net.minecraft.world.level.block.state.properties.Property.moonrise$getById
    15007706    0.01%       14  net.minecraft.world.phys.AABB.deflate
    15007656    0.01%       15  java.util.concurrent.ConcurrentHashMap.replaceNode
    15007557    0.01%       15  ca.spottedleaf.moonrise.patches.collisions.CollisionUtil.collideX
    15006403    0.01%       15  java.util.EnumMap.put
    15005733    0.01%       15  void OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<TypeArrayKlass, narrowOop>
    15004262    0.01%       15  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.ChunkEntitySlices$BasicEntityList.indexOf
    15003381    0.01%       15  net.minecraft.world.entity.ai.behavior.GateBehavior.doStop
    15002796    0.01%       15  net.minecraft.world.phys.shapes.EntityCollisionContext.isAbove
    15002426    0.01%       15  net.minecraft.world.level.block.SnowLayerBlock.isPathfindable
    15000771    0.01%       15  it.unimi.dsi.fastutil.objects.ObjectArrayList.clear
    14999735    0.01%       15  net.minecraft.world.level.redstone.NeighborUpdater.executeUpdate
    14998538    0.01%       15  net.minecraft.world.level.block.StairBlock.getShape
    14997208    0.01%       15  ciBaseObject::ident
    14997014    0.01%       15  net.minecraft.world.entity.npc.Villager.sendDebugPackets
    14995385    0.01%       15  AddPNode::bottom_type
    14995064    0.01%       15  net.minecraft.world.entity.LivingEntity.getFrictionInfluencedSpeed
    14994580    0.01%       15  net.minecraft.world.entity.ai.control.LookControl$$Lambda.0x00007f4755a52900.accept
    14993740    0.01%       15  net.minecraft.core.Cursor3D.nextZ
    14993170    0.01%       15  java.lang.Class.getEnumConstantsShared
    14991788    0.01%       14  net.minecraft.world.level.biome.Biome.getMobSettings
    14989042    0.01%       15  net.minecraft.world.level.block.LiquidBlock.isPathfindable
    14988227    0.01%       15  net.minecraft.server.level.ChunkMap.playerIsCloseEnoughForSpawning
    14987730    0.01%       14  net.minecraft.world.level.chunk.ChunkGenerator.getMobsAt
    14985764    0.01%       15  ConnectionGraph::add_node_to_connection_graph
    14940153    0.01%        6  io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead
    14787871    0.01%       12  io.netty.channel.ChannelOutboundBuffer.progress
    14772211    0.01%       11  net.minecraft.network.protocol.game.ClientboundSetEntityMotionPacket.type
    14704986    0.01%        2  readdir64
    14673247    0.01%       11  io.netty.buffer.PoolArena.free
    14666347    0.01%       14  net.minecraft.world.entity.LivingEntity.canAttack
    14651647    0.01%        8  net.minecraft.network.protocol.ProtocolCodecBuilder$$Lambda.0x00007f4755904070.apply
    14649953    0.01%       13  net.minecraft.network.protocol.game.ClientboundMoveEntityPacket$PosRot$$Lambda.0x00007f4755999058.encode
    14421096    0.01%       14  java.util.TimSort.countRunAndMakeAscending
    14279526    0.01%       12  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.isDiagonalValid
    14177631    0.01%       12  free
    14169673    0.01%       14  FreeCSetClosure::do_heap_region
    14158664    0.01%       14  oopDesc::metadata_field
    14135048    0.01%       13  ObjectSampler::is_created
    14099575    0.01%       14  MethodLiveness::BasicBlock::compute_gen_kill_single
    14055648    0.01%       13  ObjArrayAllocator::initialize
    14049838    0.01%       12  ca.spottedleaf.moonrise.common.misc.Delayed8WayDistancePropagator2D$LevelMap.removeIfGreaterOrEqual
    14044134    0.01%       14  JNIHandleBlock::allocate_handle
    14039464    0.01%       14  net.minecraft.world.entity.Entity$MovementEmission.emitsAnything
    14031123    0.01%       13  PhaseRemoveUseless::PhaseRemoveUseless
    14027858    0.01%       14  ca.spottedleaf.moonrise.patches.chunk_system.level.entity.ChunkEntitySlices.removeEntity
    14026596    0.01%       14  net.minecraft.world.entity.ai.behavior.MoveToTargetSink.checkExtraStartConditions
    14023900    0.01%       14  java.util.concurrent.ConcurrentLinkedQueue.peek
    14022530    0.01%       14  net.minecraft.world.entity.ai.behavior.VillagerCalmDown$$Lambda.0x00007f4755adccc8.apply
    14019913    0.01%       14  com.google.common.collect.StandardTable.row
    14019827    0.01%       14  net.minecraft.world.phys.Vec3.x
    14018422    0.01%       14  net.minecraft.world.entity.AgeableMob.getAge
    14018112    0.01%       14  net.minecraft.world.entity.LivingEntity.getAttributeValue
    14017341    0.01%       13  net.minecraft.world.level.block.SnowLayerBlock.getCollisionShape
    14016781    0.01%       14  net.minecraft.world.entity.ai.behavior.AcquirePoi$$Lambda.0x00007f4755aee780.trigger
    14016151    0.01%       13  PhaseCFG::insert_anti_dependences
    14015486    0.01%       14  net.minecraft.world.entity.Entity.checkDespawn
    14014212    0.01%       14  net.kyori.adventure.util.TriState.toBooleanOrElse
    14014113    0.01%       14  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite.setRelease
    14012754    0.01%       14  net.minecraft.core.component.PatchedDataComponentMap.equals
    14012742    0.01%       14  com.google.common.collect.RegularImmutableList.size
    14012452    0.01%       14  it.unimi.dsi.fastutil.objects.ObjectLinkedOpenHashSet$SetIterator.<init>
    14012160    0.01%       14  jint_disjoint_arraycopy
    14011549    0.01%       14  net.minecraft.world.entity.EntitySelector$$Lambda.0x00007f475529d818.test
    14011348    0.01%       14  net.minecraft.world.phys.Vec3.normalize
    14010766    0.01%       14  net.minecraft.world.entity.Entity.isAlive
    14010227    0.01%       14  net.minecraft.core.Holder$Reference.value
    14009725    0.01%       14  java.util.LinkedHashMap.get
    14008100    0.01%       14  IfNode::Ideal_common
    14007901    0.01%       14  ca.spottedleaf.moonrise.common.misc.Delayed8WayDistancePropagator2D$LevelMap.find
    14007719    0.01%       14  net.minecraft.world.level.block.state.BlockBehaviour.getEntityInsideCollisionShape
    14006388    0.01%       14  net.minecraft.world.entity.Mob.isEffectiveAi
    14005878    0.01%       14  net.minecraft.world.level.PathNavigationRegion.<init>
    14005806    0.01%       14  net.minecraft.world.entity.PathfinderMob.getWalkTargetValue
    14005750    0.01%       14  net.minecraft.world.item.ItemStack.isSameItemSameComponents
    14005176    0.01%       14  net.minecraft.core.Direction$Axis$2.getPositive
    14003656    0.01%       14  net.minecraft.world.entity.LivingEntity.getFlyingSpeed
    14003305    0.01%       13  net.minecraft.network.Connection.send
    14001860    0.01%       14  net.minecraft.world.entity.LivingEntity.isVisuallySwimming
    14000988    0.01%       14  net.minecraft.world.entity.ai.behavior.Behavior.timedOut
    13997643    0.01%       14  CollectedHeap::fill_with_objects
    13997410    0.01%       14  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<598116ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 598116ul>::oop_access_barrier
    13996552    0.01%       13  net.minecraft.world.level.pathfinder.NodeEvaluator.canFloat
    13994668    0.01%       14  PhaseIdealLoop::compute_lca_of_uses
    13993835    0.01%       14  PhaseAggressiveCoalesce::coalesce
    13990890    0.01%       14  net.minecraft.world.level.PathNavigationRegion.getMinY
    13990698    0.01%       14  RegMask::clear_to_sets
    13988184    0.01%       14  ca.spottedleaf.moonrise.common.list.ReferenceList.size
    13985690    0.01%       14  ca.spottedleaf.moonrise.patches.blockstate_propertyaccess.util.ZeroCollidingReferenceStateTable.hasProperty
    13983214    0.01%       14  Node::replace_edge
    13960503    0.01%       14  com.google.common.collect.SingletonImmutableSet.iterator
    13772943    0.01%       10  net.minecraft.network.protocol.game.ClientboundSetEntityMotionPacket$$Lambda.0x00007f47559abc20.encode
    13754835    0.01%       11  io.netty.buffer.PoolChunk.free
    13704495    0.01%       10  io.netty.channel.epoll.EpollSocketChannel.remoteAddress
    13698481    0.01%       11  io.netty.channel.DefaultChannelPipeline.channel
    13677251    0.01%        9  FastThreadsListHandle::FastThreadsListHandle
    13667913    0.01%       12  io.netty.handler.codec.CodecOutputList.add
    13656654    0.01%       11  io.netty.channel.ChannelOutboundBuffer$Entry.unguardedRecycle
    13595450    0.01%       10  net.minecraft.network.protocol.game.ClientboundMoveEntityPacket$Pos$$Lambda.0x00007f4755998bc8.encode
    13420683    0.01%       13  java.util.concurrent.locks.ReentrantLock.lock
    13372449    0.01%       13  net.minecraft.world.level.pathfinder.SnapshotWalkNodeEvaluator.tryFindFirstGroundNodeBelow
    13262977    0.01%       12  net.minecraft.world.level.chunk.PalettedContainer.readPaletteSlow
    13254619    0.01%       12  ca.spottedleaf.moonrise.patches.starlight.light.StarLightEngine.updateVisible
    13148515    0.01%       11  net.minecraft.world.level.chunk.HashMapPalette.valueFor
    13128060    0.01%       13  RelocIterator::advance_over_prefix
    13117035    0.01%       13  MemNode::Ideal_common
    13079724    0.01%       13  ciEnv::get_klass_by_index_impl
    13036179    0.01%       13  net.minecraft.world.entity.Entity.getControllingPassenger
    13025202    0.01%       12  net.minecraft.core.Holder$Reference.tags
    13022198    0.01%       13  ObjArrayKlass::multi_allocate
    13021204    0.01%       13  Node::del_req
    13020580    0.01%       12  net.minecraft.util.Mth.degreesDifference
    13017864    0.01%       13  net.minecraft.world.entity.ai.behavior.ResetProfession$$Lambda.0x00007f4755ad5080.apply
    13017306    0.01%       13  net.minecraft.world.entity.Entity.getOnPosLegacy
    13016580    0.01%       13  ProjNode::Opcode
    13014863    0.01%       13  java.util.HashSet.isEmpty
    13014659    0.01%       13  net.minecraft.world.entity.animal.AbstractFish.aiStep
    13014400    0.01%       13  net.minecraft.world.entity.ambient.Bat.customServerAiStep
    13012304    0.01%       13  net.minecraft.server.level.ServerLevel.dragonParts
    13012195    0.01%       13  net.minecraft.world.phys.Vec3.horizontalDistanceSqr
    13012104    0.01%       13  OopFlow::compute_reach
    13012022    0.01%       13  net.minecraft.world.level.chunk.LevelChunkSection.moonrise$hasSpecialCollidingBlocks
    13011623    0.01%       10  io.papermc.paper.pewpew.AsyncSensorService$$Lambda.0x00007f4755a4d4f8.run
    13009670    0.01%       13  net.minecraft.world.level.gameevent.GameEventDispatcher.post
    13009578    0.01%       13  net.minecraft.world.entity.ai.goal.SwellGoal.canUse
    13008576    0.01%       13  net.minecraft.world.entity.Mob.getMaxHeadXRot
    13008416    0.01%       13  net.minecraft.world.entity.schedule.Activity.hashCode
    13005641    0.01%       13  net.minecraft.world.phys.Vec3.y
    13004648    0.01%       13  it.unimi.dsi.fastutil.objects.Object2IntAVLTreeMap.isEmpty
    13001083    0.01%       13  org.bukkit.craftbukkit.CraftRegistry.get
    13000042    0.01%       13  PhaseIdealLoop::has_local_phi_input
    12998882    0.01%       13  net.minecraft.world.entity.ai.control.BodyRotationControl.rotateHeadTowardsFront
    12996742    0.01%       12  net.minecraft.server.MinecraftServer.getScoreboard
    12995696    0.01%       13  java.lang.Enum.equals
    12995042    0.01%       13  net.kyori.adventure.key.Key.checkValue
    12991246    0.01%       13  java.lang.String.charAt
    12991133    0.01%       13  net.minecraft.world.entity.animal.AbstractFish.fromBucket
    12988476    0.01%       13  RegionNode::Ideal
    12984802    0.01%       13  RegMask::is_UP
    12984299    0.01%       13  java.util.RegularEnumSet.<init>
    12982952    0.01%       13  IndexSet::free_block
    12982318    0.01%       13  Node::destruct
    12979796    0.01%       13  net.minecraft.server.level.ChunkMap.anyPlayerCloseEnoughForSpawningInternal
    12924570    0.01%       13  PhiNode::pinned
    12902766    0.01%       13  PhaseChaitin::Register_Allocate
    12791199    0.01%        9  io.netty.buffer.AbstractByteBufAllocator.directBuffer
    12785050    0.01%        8  io.netty.buffer.PoolSubpage.allocate
    12777867    0.01%        9  io.netty.channel.ChannelOutboundBuffer.removeBytes
    12644106    0.01%        8  java.util.concurrent.locks.AbstractQueuedSynchronizer.signalNext
    12625719    0.01%        9  io.netty.channel.AbstractChannelHandlerContext.channel
    12593903    0.01%        8  io.netty.channel.AbstractChannel.eventLoop
    12572292    0.01%        8  net.minecraft.world.level.pathfinder.SnapshotPathNavigationRegion.getFluidState
    12085350    0.01%       12  ciObjectFactory::create_new_metadata
    12064292    0.01%       12  net.minecraft.world.level.block.DirtPathBlock.isPathfindable
    12051235    0.01%       12  com.google.common.collect.Iterators$SingletonIterator.next
    12044549    0.01%       12  net.minecraft.world.inventory.AbstractContainerMenu.synchronizeSlotToRemote
    12036614    0.01%       12  PhaseCCP::fetch_next_node
    12033049    0.01%       12  Parse::do_one_block
    12026008    0.01%       12  Type::singleton
    12025473    0.01%       12  java.util.HashMap$ValueIterator.next
    12024554    0.01%       12  ProjNode::bottom_type
    12021799    0.01%       12  GrowableArrayWithAllocator<long, GrowableArray<long> >::expand_to
    12019243    0.01%       12  net.minecraft.world.level.LevelReader.getMaxLocalRawBrightness
    12018660    0.01%       12  net.minecraft.world.entity.animal.AbstractFish$FishMoveControl.tick
